노드 ID,정류소번호,정류소명,X좌표,Y좌표,정류소 타입
100000047,1142,상명대입구.세검정교회,126.9592406,37.59961633,일반차로
100000048,1143,세검정.상명대,126.9589343,37.60055246,일반차로
100000049,1144,세검정초등학교,126.9614329,37.60226807,일반차로
100000051,1146,국민은행세검정지점,126.961195,37.604846,일반차로
100000053,1148,승가사입구,126.956306,37.61158441,일반차로
100000054,1149,구기동현대빌라,126.9564576,37.6100355,일반차로
100000055,1150,구기터널.삼성출판박물관,126.9562103,37.60860989,일반차로
100000056,1151,구기터널.삼성출판박물관,126.9564167,37.6083054,일반차로
100000057,1152,구기동,126.9585298,37.60696445,일반차로
100000058,1153,구기동,126.9591017,37.6070088,일반차로
100000059,1154,승가사입구,126.956482,37.61148,일반차로
100000060,1155,갑을씨티텔앞,126.963535,37.60437097,일반차로
100000061,1156,평창파출소,126.9660433,37.60532237,일반차로
100000062,1157,평창동주민센터,126.9695663,37.60660737,일반차로
100000063,1158,일성아파트,126.9729985,37.60876631,일반차로
100000064,1159,롯데아파트,126.9764662,37.61042956,일반차로
100000065,1160,롯데아파트,126.976652,37.610248,일반차로
100000066,1161,벽산평창힐스아파트,126.972797,37.60819,일반차로
100000067,1162,예능교회,126.97,37.606517,일반차로
100000068,1163,서울예술고등학교.평창동주민센터,126.9676276,37.60577876,일반차로
100000069,1164,화정박물관,126.9648103,37.60450382,일반차로
100000376,1165,강북삼성병원,126.9686005,37.56814593,일반차로
100000071,1166,독립문역,126.9575196,37.57496192,일반차로
100000072,1167,독립문역.서대문형무소역사관,126.9594644,37.57321269,일반차로
100000073,1168,서대문.서울시교육청,126.9645273,37.56825381,일반차로
100000368,1169,서대문역사거리.적십자병원,126.9675878,37.56710815,일반차로
100000074,1170,독립문,126.9628375,37.56995275,일반차로
100000075,1171,독립문,126.9615633,37.57117332,일반차로
100000076,1172,창덕궁.서울돈화문국악당,126.9885394,37.57754057,일반차로
100000077,1173,서린동.SK서린빌딩,126.9802682,37.56924238,일반차로
100000078,1174,청계1가.광교,126.9849267,37.56868439,일반차로
100000079,1175,청계2가.수표교,126.990644,37.56849772,일반차로
100000080,1176,청계4가.세운교,126.9964597,37.56891168,일반차로
100000081,1177,청계5가.광장시장,126.9997974,37.56945128,일반차로
100000082,1178,종로5가.광장시장,126.999974,37.57066325,가로변시간
100000083,1179,종로5가,126.999863,37.57065784,가로변시간
100000084,1180,종로4가.종묘,126.9967951,37.57042442,일반차로
100000085,1181,종로4가.종묘,126.994403,37.57029547,가로변전일
100000086,1182,종로3가역15번출구,126.9908608,37.57009971,가로변전일
100000087,1183,종로3가,126.9889374,37.57001124,가로변시간
100000088,1184,종로2가,126.9879232,37.56926954,일반차로
100000089,1185,종로2가,126.9874613,37.56923165,일반차로
100000090,1186,종로2가,126.9864899,37.56996233,가로변시간
100000091,1187,종로2가,126.985437,37.56997031,가로변시간
100000092,1188,종로1가,126.981668,37.570063,가로변시간
100000093,1189,종로1가,126.9803257,37.56998579,가로변시간
100000094,1190,종로1가,126.9814271,37.57036082,가로변시간
100000095,1191,종로1가,126.980187,37.5704,일반차로
100000096,1192,종로2가,126.9849388,37.57033699,가로변시간
100000097,1193,종로2가,126.9863596,37.57035879,가로변시간
100000098,1194,종로3가,126.9899347,37.57049432,일반차로
100000099,1195,종로4가.종묘,126.99417,37.57071,가로변전일
100000100,1196,종로4가,126.99562,37.57066767,가로변전일
100000101,1197,종로5가,126.9990558,37.5709588,가로변전일
100000102,1198,원남동,126.9973383,37.57453251,가로변시간
100000103,1199,창덕궁.우리소리박물관,126.9886349,37.57727286,일반차로
100000104,1200,안국역.인사동,126.9842426,37.5757849,일반차로
100000105,1201,조계사.종로경찰서,126.9831556,37.57252231,일반차로
100000106,1202,조계사.종로경찰서,126.9828259,37.57248581,일반차로
100000107,1203,안국동,126.9827201,37.57461057,일반차로
100000108,1204,종로5가.효제동.김상옥의거터,127.00223,37.5745,가로변시간
100000109,1205,종로5가.효제초등학교,127.0021442,37.57287901,가로변시간
100000110,1206,종로5가,127.0004857,37.57110388,가로변전일
100000111,1207,종로6가,127.0025993,37.57117324,일반차로
100000112,1208,종로6가,127.0043133,37.57119391,가로변시간
100000414,1209,창덕궁.돈화문국악당,126.9910846,37.5773031,일반차로
100000114,1210,종로6가,127.0059751,37.57086134,가로변전일
100000358,1211,종로6가,127.004294,37.57082447,일반차로
100000116,1212,종로5가,127.0021827,37.5705596,일반차로
100000117,1213,청계6가.동대문시장,127.0028494,37.56983511,일반차로
100000118,1214,동대문,127.0084126,37.57172624,일반차로
100000119,1215,충신동,127.0062788,37.57402235,일반차로
100000120,1216,종로6가.종로신진시장,127.0035695,37.57080106,가로변시간
100000121,1217,충신동,127.0063434,37.57446028,일반차로
100000122,1218,현대그룹빌딩,127.000807,37.575912,일반차로
100000123,1219,방송통신대.이화장,127.002437,37.578043,가로변전일
100000124,1220,혜화역.마로니에공원,127.0022769,37.58111949,가로변전일
100000125,1221,혜화역.서울대병원입구,127.0019395,37.58106363,가로변전일
100000126,1222,방송통신대.이화장,127.0019938,37.57812967,일반차로
100000127,1223,이화동(이화장),127.0006951,37.57611936,일반차로
100000128,1224,창경궁.서울대학교병원,126.9968717,37.57882799,일반차로
100000129,1225,이화동(이화장),127.0032708,37.57593729,일반차로
100000130,1226,혜화동로터리,127.0007247,37.58576463,일반차로
100000131,1227,명륜동2가.성균관대입구,126.9993988,37.58333349,일반차로
100000132,1228,혜화역.서울연극센터(장면총리가옥),127.0013282,37.58402281,일반차로
100000133,1229,혜화역.동성중고(장면총리가옥),127.0017177,37.58456977,가로변시간
100000135,1231,종로구민회관.창신동두산아파트,127.0155555,37.57409268,일반차로
100000136,1232,동대문,127.0141186,37.57270788,가로변시간
100000137,1233,동대문,127.0136467,37.57229002,가로변시간
100000138,1234,동대문,127.0149019,37.57267481,가로변시간
100000139,1235,동묘역앞,127.0156014,37.57168496,일반차로
100000140,1236,동묘역앞,127.015945,37.57192215,일반차로
101000307,1237,청계2가교차로,126.9878779,37.5684809,일반차로
100000142,1238,창신3동주민센터,127.015178,37.578413,일반차로
100000143,1239,숭인1동주민센터.창신역4번출구,127.0155486,37.57877205,일반차로
100000144,1240,동묘역.롯데캐슬천지인,127.0158024,37.57418005,일반차로
100000146,1242,숭인동,127.020339,37.5743009,가로변시간
100000147,1243,신설동로터리,127.0227802,37.57592883,일반차로
100000364,1245,동묘앞,127.017524,37.573643,일반차로
100000150,1246,구기동현대빌라,126.956622,37.609682,일반차로
100000151,1247,광장시장,126.9977438,37.5694708,일반차로
100000153,1249,혜화경찰서,126.9974788,37.57258074,가로변시간
100000154,1250,서울역사박물관.김구집무실(경교장),126.9721318,37.56990034,가로변시간
100000155,1251,청계3가.관수교,126.9937794,37.56868879,일반차로
100000156,1252,청계6가.버들다리,127.0080377,37.56993039,일반차로
100000157,1253,청계7가.맑은내다리,127.0129554,37.56999753,일반차로
100000158,1254,청계8가.영도교,127.0182311,37.57094659,일반차로
100000159,1256,원남동사거리,126.9982147,37.57572287,일반차로
100000164,1261,동대문,127.0123388,37.57182772,가로변시간
100000165,1262,숭인동,127.0204373,37.57427215,일반차로
100000169,1267,조계사,126.9831609,37.57280034,일반차로
100000170,1268,적선동,126.9702965,37.57620122,일반차로
100000171,1269,적선동,126.9711446,37.57576801,일반차로
100000172,1270,사직단,126.9680667,37.57474628,일반차로
100000173,1271,사직단,126.9680484,37.5751752,일반차로
100000174,1272,세종문화회관,126.9768673,37.57394965,일반차로
100000175,1273,광화문,126.9752562,37.57039033,일반차로
100000176,1274,서울역사박물관(경교장),126.9702392,37.56930155,가로변시간
100000178,1276,광화문역,126.9761552,37.56987779,일반차로
100000179,1277,이화동(이화장),127.002955,37.576257,일반차로
100000180,1278,상명대정문,126.9550207,37.60161972,일반차로
100000181,1279,이북오도청,126.9558883,37.61305032,일반차로
100000419,1280,경복궁역(효자로입구),126.9743986,37.57657864,일반차로
100000183,1281,국립고궁박물관.경복궁서문,126.9743664,37.57677167,일반차로
100000184,1282,청와대분수대앞,126.9738378,37.58287013,일반차로
100000185,1283,춘추관앞,126.9795637,37.58300733,일반차로
100000186,1284,경복궁.국립민속박물관.현대미술관,126.9794299,37.57930743,일반차로
100000187,1285,경복궁동문,126.9792767,37.576833,일반차로
100000188,1286,상명대입구.세검정교회,126.9597922,37.59944351,일반차로
100000189,1287,상명대입구.석파랑,126.9581941,37.59957181,일반차로
100000190,1288,종로중부새마을금고,127.0065911,37.57241749,일반차로
100000191,1289,신설동로터리.신한은행앞.서울풍물시장,127.0231183,37.5743861,일반차로
100000192,1291,청계2가.삼일교,126.9872214,37.56844587,일반차로
100000193,1292,청계8가.황학교,127.022787,37.57213073,일반차로
100000355,1293,평창동삼성아파트,126.978799,37.611179,일반차로
100000370,1294,안국역.인사동,126.9855365,37.57633293,일반차로
100000369,1295,안국역.서울공예박물관,126.9847683,37.57640118,일반차로
100000371,1296,창덕궁,126.9890031,37.57722809,일반차로
100000413,1297,남인사마당,126.9874286,37.57131917,일반차로
100900047,1500,평창파출소,126.9668167,37.60568122,마을버스
100900178,1501,삼청공원,126.9816469,37.58822768,마을버스
100900041,1502,수성동계곡,126.9642468,37.58207916,마을버스
100900040,1503,명륜3가종점,126.9928637,37.59094838,마을버스
100900197,1504,명륜새마을금고,126.9967049,37.58765327,마을버스
100900044,1505,서대문3번출구,126.9662183,37.56641607,마을버스
100900039,1506,낙산공원,127.0087216,37.58040372,마을버스
100900037,1507,인사미술공간.세탁소,126.9893671,37.58141098,마을버스
100900036,1508,화정박물관,126.9648837,37.6048012,마을버스
100900035,1509,금융연수원,126.9815692,37.5865985,마을버스
100900034,1510,박노수미술관,126.9666035,37.58099674,마을버스
100900032,1511,샘미용실,126.9932227,37.59030953,마을버스
100900031,1512,서울국제고등학교,126.9972903,37.58907159,마을버스
100900029,1513,화정박물관,126.9652008,37.60498061,마을버스
100900188,1514,적십자병원후문앞,126.9652273,37.56752954,마을버스
100900202,1515,서울성곽.성대후문,126.9896321,37.5892577,마을버스
100900026,1516,빨래터.고희동미술관,126.9889728,37.58310083,마을버스
100900025,1517,세검초등학교,126.9614908,37.60425228,마을버스
100900024,1518,삼청동주민센터,126.9819072,37.58426383,마을버스
100900020,1519,통인시장,126.9684098,37.58033191,마을버스
100900021,1520,양현관,126.9936044,37.58979142,마을버스
100900017,1521,국민생활관,126.998862,37.58974563,마을버스
100900016,1522,오거리,126.9622629,37.60706212,마을버스
100900015,1523,경희궁자이2.3단지,126.9640686,37.56878711,마을버스
100900013,1524,창신쌍용2단지.한성대후문,127.0127581,37.5812648,마을버스
100900045,1525,통일부,126.9859477,37.58759481,마을버스
100900011,1526,원서고개,126.9878088,37.58308055,마을버스
100900185,1527,구기동,126.9591856,37.60697999,마을버스
100900009,1528,종로5가입구.혜화경찰서,126.9975411,37.57174724,마을버스
100900007,1529,삼청파출소,126.981251,37.58181366,마을버스
100900005,1530,오거리.한옥마을입구,126.9696126,37.5793708,마을버스
100900046,1531,명륜시장.성대후문,126.9952543,37.58851105,마을버스
100900003,1532,혜화초등학교,126.9998517,37.58725323,마을버스
100900072,1533,청련사입구,126.9624312,37.60798038,마을버스
100900071,1534,영천시장,126.9628352,37.57000501,마을버스
100900070,1535,명신초.삼선푸르지오.힐스테이트,127.0145563,37.58210621,마을버스
100900069,1536,감사원,126.9852901,37.58621065,마을버스
100900068,1537,중앙중고,126.9869653,37.58309218,마을버스
100900067,1538,인왕빌딩,126.9577443,37.60792833,마을버스
100900066,1539,종로4가.종묘공원,126.9944624,37.57063281,마을버스
100900174,1540,국립민속박물관,126.9795534,37.57925518,마을버스
100900065,1541,광화문새마을금고,126.9711466,37.57936877,마을버스
100900064,1542,새마을금고,126.9965181,37.58773706,마을버스
100900063,1543,혜화우체국,127.0006137,37.58603766,마을버스
100900062,1544,언덕앞,126.9637922,37.60895398,마을버스
100900061,1545,경희궁자이4단지,126.9621148,37.57070222,마을버스
100900060,1546,종로센트레빌후문.e편한세상보문아파트,127.0161855,37.58177439,마을버스
100900059,1547,사우디대사관앞.경남빌라,126.9850312,37.58410567,마을버스
100900058,1548,안국선원.삼거리,126.9849941,37.58279098,마을버스
100900182,1549,구기터널입구,126.9567769,37.60820461,마을버스
100900057,1550,종로3가.1.3.5호선,126.9921807,37.57107299,마을버스
100900056,1551,경복궁,126.9793378,37.57695016,마을버스
100900055,1552,경복궁역,126.9722765,37.57667748,마을버스
100900054,1553,소나무집,126.9641105,37.61127707,마을버스
100900186,1554,독립문역3번출구,126.9597453,37.57287848,마을버스
100900053,1555,청룡사.보문파크뷰자이아파트,127.0170071,37.58001895,마을버스
100900052,1556,북촌한옥마을입구.정세권활동터,126.9849422,37.58159973,마을버스
100900217,1557,종로1.2.3.4가동주민센터,126.9911314,37.57438371,마을버스
100900051,1558,창덕궁,126.99062,37.57608925,마을버스
100900175,1559,세종문화회관,126.976444,37.57265888,마을버스
100900193,1560,혜화역3번출구,127.0019214,37.58121591,마을버스
100900050,1561,아름다운실버,126.9654637,37.61201006,마을버스
100900049,1562,독립문초등학교,126.9607207,37.57384748,마을버스
100900206,1563,종로센트레빌아파트,127.0156927,37.58035344,마을버스
100900048,1564,가회동주민센터,126.9848497,37.57993901,마을버스
100900097,1565,구기빌라,126.9579797,37.60626861,마을버스
100900096,1566,원남로터리,126.9975115,37.57623737,마을버스
100900095,1567,보현산신각,126.9657791,37.61348252,마을버스
100900094,1568,천사유치원,126.9618604,37.57464802,마을버스
100900093,1569,쌍용아파트입구.창신역,127.0149636,37.58051123,마을버스
100900092,1570,아름다운가게.정독도서관,126.985022,37.57889917,마을버스
100900091,1571,산정빌라,126.9574922,37.60515199,마을버스
100900090,1572,이화사거리,127.0020107,37.57646986,마을버스
100900089,1573,박종화고택입구,126.9676873,37.61431026,마을버스
100900088,1574,무악현대아파트후문,126.962001,37.57630608,마을버스
100900087,1575,이수아파트,127.0151896,37.57835399,마을버스
100900086,1576,헌법재판소.안국역,126.9856756,37.57755843,마을버스
100900184,1577,청구빌라,126.956984,37.60461026,마을버스
100900085,1578,서울대어린이병원응급실.갑상선센터,126.999503,37.57811888,마을버스
100900084,1579,서울사대초.중교,127.0024795,37.57756738,마을버스
100900083,1580,화인빌라,126.9685386,37.61293453,마을버스
100900082,1581,넓은마당,126.962888,37.57527281,마을버스
100900207,1582,창신초등학교,127.0153886,37.5769032,마을버스
100900081,1583,수운회관,126.9865172,37.57515983,마을버스
100900080,1584,상명대후문,126.9573354,37.60402558,마을버스
100900194,1585,혜화역2번출구,127.0022566,37.58114832,마을버스
100900079,1586,힐탑,126.9690206,37.61160556,마을버스
100900187,1587,신학대학교총회본부,126.9634446,37.57397631,마을버스
100900208,1588,구민회관.동묘역,127.0155759,37.57404762,마을버스
100900078,1589,낙원상가,126.9872919,37.57367762,마을버스
100900077,1590,완성빌라,126.9575011,37.60340209,마을버스
100900076,1591,서울대병원장례식장,126.997431,37.5805554,마을버스
100900075,1592,혜화역1번출구,127.0019407,37.58345422,마을버스
100900074,1593,감나무골공원,126.9699479,37.61240596,마을버스
100900073,1594,한국사회과학자료원,126.9641433,37.57363321,마을버스
100900205,1595,동묘역,127.0142454,37.57269435,마을버스
100900121,1596,금강제화,126.9874384,37.57054454,마을버스
100900120,1597,경진빌라,126.9578304,37.60200372,마을버스
100900198,1598,성균관대학교앞,126.9993359,37.58325978,마을버스
100900176,1599,KT광화문지사,126.9773972,37.57192021,마을버스
100900196,1600,혜화로터리,127.0006454,37.58546186,마을버스
100000416,1601,청와대,126.9737776,37.58274671,일반차로
100000417,1602,춘추문,126.9797313,37.58291075,일반차로
100000418,1603,경복궁.국립민속박물관,126.9795002,37.57953195,일반차로
100000420,1604,효자로입구(가상),126.9744334,37.57626474,가상정류장
100900119,1607,EN갤러리,126.9707008,37.61340635,마을버스
100900001,1611,창경궁,126.9965264,37.57879284,일반차로
100000361,1622,광화문,126.9754261,37.56993441,일반차로
100000240,1647,이북오도청,126.9560835,37.61246199,일반차로
100000241,1648,독립문역,126.9567051,37.57564285,일반차로
100900118,1667,종로문화센터,126.9646262,37.57464708,마을버스
100900117,1682,동대문역.2번출구,127.0117218,37.57204945,마을버스
100900116,1683,종각역YMCA,126.985096,37.570379,마을버스
100900115,1684,서교빌라,126.9571554,37.60198906,마을버스
100900177,1685,경복궁역,126.9724733,37.57707221,마을버스
100900195,1686,연건동,127.000745,37.57612566,마을버스
100900199,1697,성대입구,126.998853,37.5832668,마을버스
100900114,1698,무애사,126.9718458,37.61390043,마을버스
100900113,1699,단군성전앞,126.9653175,37.57556009,마을버스
100900192,1702,동대문종합시장,127.00496,37.571212,마을버스
100900112,1714,상명초등학교,126.9567154,37.60092381,마을버스
100900179,1720,법련사,126.9796651,37.57658798,마을버스
100900111,1721,광화문새마을금고,126.9710277,37.57949309,마을버스
100900110,1722,성균관대학교,126.9972179,37.58503111,마을버스
100900109,1723,참샘골공원,126.9741212,37.61457226,마을버스
100900108,1724,활터앞,126.9653294,37.57681261,마을버스
100900107,1725,종로5가.3번출구,127.0020898,37.57141925,마을버스
100900106,1727,인사동들머리.3.1독립선언터,126.983297,37.57194702,마을버스
100900105,1728,정독도서관,126.9802007,37.58019153,마을버스
100900104,1729,오거리.한옥마을입구,126.9697393,37.57946844,마을버스
100900190,1730,종로4가.혜화경찰서,126.9974822,37.57263391,마을버스
100900103,1732,평창공원지킴터입구,126.9757439,37.6163964,마을버스
100000360,1733,창경궁.고궁호텔.메이플레이스호텔,126.9974492,37.57655816,일반차로
100000359,1734,창경궁,126.9964709,37.57907668,일반차로
100000328,1761,경희궁,126.9723537,37.5699058,가로변시간
100000329,1762,광화문,126.975569,37.570337,가로변시간
100000330,1763,종로1가,126.980129,37.57037,가로변시간
100000331,1764,종로1가,126.9808261,37.56995433,가로변시간
100000332,1765,종로2가,126.9850973,37.57035413,가로변시간
100000333,1766,종로2가,126.986463,37.570083,가로변시간
100000334,1767,종로3가,126.99321,37.570635,일반차로
100000335,1768,종로3가,126.9909932,37.57010243,가로변전일
100000336,1769,종로4가,126.99688,37.57042081,가로변시간
100000337,1770,동대문종합시장종로6가,127.0050242,37.57121641,가로변전일
100000338,1771,동대문종합시장종로6가,127.0032061,37.57079206,가로변시간
100000339,1772,동대문역,127.0145771,37.57285921,가로변전일
100000340,1773,동대문역,127.0150378,37.57266691,가로변시간
100000341,1774,신설동전철역,127.0203865,37.57461998,가로변시간
100000342,1775,신설동전철역,127.0211178,37.57449821,가로변시간
100900102,1776,종로도서관,126.9671252,37.57648423,마을버스
100000343,1777,경복궁역,126.9715056,37.57617809,일반차로
100000344,1778,경복궁역,126.97168,37.575816,일반차로
100000345,1779,안국역,126.9852296,37.57661375,일반차로
100000346,1780,안국역,126.985506,37.57631851,일반차로
100000347,1781,창덕궁,126.9887919,37.5775279,일반차로
100000348,1782,성대입구,126.999229,37.583283,일반차로
100000352,1786,효자로,126.9739005,37.58163295,일반차로
100000356,1789,창덕궁,126.9903719,37.57756161,일반차로
100900101,1790,종로사우나,126.9877504,37.57380111,마을버스
100900180,1791,엄마분식,126.9557163,37.60124243,마을버스
100900100,1792,삼청파출소,126.9813258,37.58164517,마을버스
100900099,1793,통인시장.종로구보건소,126.9687505,37.58033503,마을버스
100900191,1794,종로5가역,127.0000249,37.57067136,마을버스
100900098,1795,평창동산림제3초소,126.9770474,37.61723737,마을버스
100900145,1796,배화여중고,126.9678157,37.57675563,마을버스
100900143,1797,대학로입구.이화사거리,127.0025802,37.57598417,마을버스
100900144,1798,운현궁,126.9869814,37.57527161,마을버스
100900142,1799,상명대입구,126.9569583,37.60002101,마을버스
100900141,1800,삼청동주민센터,126.9822105,37.58468468,마을버스
100900140,1801,박노수미술관,126.9668945,37.58102656,마을버스
100900139,1802,김창열.윤명로화실,126.9783685,37.616305,마을버스
100900138,1803,사직공원.경복궁역입구,126.9689039,37.57622069,마을버스
100900137,1804,충신시장,127.0054049,37.57497665,마을버스
100900189,1805,안국역2번출구앞,126.9861183,37.57717282,마을버스
100900136,1806,안풍주유소,126.9591581,37.59928741,마을버스
100900135,1807,금융연수원,126.9818479,37.58587767,마을버스
100900134,1809,감람산기도원,126.979873,37.61594393,마을버스
100900133,1810,카센터.터널앞,126.9658593,37.57416446,마을버스
100900132,1811,동대문역5번출구,127.0117987,37.57172324,마을버스
100900131,1812,재동초등학교,126.9853617,37.57879109,마을버스
100900130,1813,하림각,126.9622529,37.59781065,마을버스
100900129,1814,삼청공원삼거리.옥호정터,126.9817445,37.58741852,마을버스
100900128,1815,이화사거리,127.0022813,37.57532007,마을버스
100900127,1816,연화정사,126.9794938,37.614649,마을버스
100900126,1817,대신중고,126.9616893,37.57261781,마을버스
100900209,1818,동묘역.롯데캐슬,127.0157921,37.57402867,마을버스
100900125,1819,현대사거리,126.9866354,37.57924178,마을버스
100900215,1820,교남동주민센터,126.96128,37.5721523,마을버스
100900181,1821,부암동주민센터.무계원,126.9637682,37.59293534,마을버스
100900124,1823,형제봉입구,126.9816862,37.61286432,마을버스
100900123,1824,교남동새마을금고,126.9623375,37.57149436,마을버스
100900122,1825,창신초교,127.0157201,37.57603721,마을버스
100900168,1826,가회동주민센터,126.9851294,37.57994265,마을버스
100900167,1827,볼링장,126.9879589,37.57925544,마을버스
100900166,1829,부암슈퍼,126.9638602,37.59476007,마을버스
100900165,1830,지구촌교회,126.9793482,37.61304685,마을버스
100900164,1831,월암공원,126.9639861,37.57118847,마을버스
100900163,1832,숭인1동주민센터,127.0155607,37.577415,마을버스
100900162,1833,북촌한옥마을입구.정세권활동터,126.9851687,37.58128077,마을버스
100900161,1835,하림각,126.9629664,37.59768473,마을버스
100900160,1836,보현빌라,126.9782816,37.61526153,마을버스
100900159,1837,스위스대사관,126.9658058,37.56998879,마을버스
100900158,1838,창신역.4번출구,127.0155055,37.57835935,마을버스
100900157,1839,안국선원.삼거리,126.9852205,37.58274325,마을버스
100900156,1840,세검정교회,126.960029,37.599386,마을버스
100900200,1841,혜화동로터리,127.0010032,37.58591961,마을버스
100900155,1842,김종영미술관,126.9781123,37.61326379,마을버스
100900154,1843,서울시교육청,126.966825,37.56924297,마을버스
100900210,1844,창신쌍용1단지.종로센트레빌아파트,127.0155693,37.58032282,마을버스
100900153,1845,사우디대사관,126.9852486,37.58386331,마을버스
100900152,1846,상명대입구,126.9574023,37.59985447,마을버스
100900151,1847,혜화초등학교,126.9999909,37.58738929,마을버스
100900150,1848,북악파크,126.9778558,37.61100832,마을버스
100900149,1849,강북삼성병원,126.9683377,37.56853152,마을버스
100900148,1850,청룡사.보문파크뷰자이아파트,127.0171509,37.57978465,마을버스
100900147,1851,감사원,126.9855618,37.58626565,마을버스
100900201,1852,국민생활관,126.9993138,37.5896276,마을버스
100900146,1853,귀빈예식장,126.9733337,37.60899526,마을버스
100900173,1855,종로센트레빌후문.e편한세상보문아파트,127.0162354,37.58189784,마을버스
100900172,1856,통일부,126.9861073,37.58753085,마을버스
100900171,1858,서울국제고등학교,126.9971408,37.58907429,마을버스
100900203,1860,성대후문.와룡공원,126.989734,37.58915228,마을버스
100900170,1861,상명초등학교,126.9568174,37.60090493,마을버스
100900169,1862,새마을금고,126.996569,37.58784069,마을버스
100900002,1863,경진빌라,126.9579482,37.60186409,마을버스
100900004,1864,명륜시장.성대후문,126.9952305,37.58872461,마을버스
