addr,x,y
서울특별시 강남구 대치동 1025,127.053993178396,37.4962455702665
서울특별시 강남구 대치동 1027,127.058003438015,37.4942977651239
서울특별시 강남구 대치동 1029,127.060351166529,37.4957698252615
서울특별시 강남구 대치동 316,127.065327020175,37.4974180026259
서울특별시 강남구 대치동 500,127.057241007924,37.4908400715786
서울특별시 강남구 대치동 503,127.059895803084,37.4911253659298
서울특별시 강남구 대치동 506,127.062565123948,37.4921265332679
서울특별시 강남구 대치동 511,127.067350014658,37.4933931510549
서울특별시 강남구 대치동 601-1,127.061725806715,37.4945338347936
서울특별시 강남구 대치동 602,127.060948083322,37.4941781606738
서울특별시 강남구 대치동 610,,
서울특별시 강남구 대치동 612,,
서울특별시 강남구 대치동 63,127.069139134413,37.5002337297672
서울특별시 강남구 대치동 633,,
서울특별시 강남구 대치동 633-22,,
서울특별시 강남구 대치동 65,127.070483284674,37.4994725764941
서울특별시 강남구 대치동 650,127.057178460068,37.4924495711818
서울특별시 강남구 대치동 66,127.071219190993,37.4980831440783
서울특별시 강남구 대치동 670,127.055744544281,37.4927930896911
서울특별시 강남구 대치동 888,127.054562708884,37.4950567005784
서울특별시 강남구 대치동 889-74,127.050528902579,37.5033699161172
서울특별시 강남구 대치동 890-42,127.052555769681,37.504315177562
서울특별시 강남구 대치동 890-49,127.051555445765,37.5044959996482
서울특별시 강남구 대치동 890-54,127.051458582955,37.5042550229487
서울특별시 강남구 대치동 891-23,127.053522496748,37.5050813188178
서울특별시 강남구 대치동 891-26,127.05375187573,37.5046327843377
서울특별시 강남구 대치동 891-28,127.054209061273,37.5045442768978
서울특별시 강남구 대치동 891-6,127.05400382324,37.5056878366523
서울특별시 강남구 대치동 893,127.056448643486,37.5047556849693
서울특별시 강남구 대치동 894,127.054808973849,37.5043018098376
서울특별시 강남구 대치동 901-51,127.055465304112,37.5029713491309
서울특별시 강남구 대치동 902,127.057041795103,37.5039585509104
서울특별시 강남구 대치동 904-10,127.056190989248,37.5027675591127
서울특별시 강남구 대치동 907-2,127.05159266418,37.5013873339445
서울특별시 강남구 대치동 910-3,127.054567646627,37.5015319601288
서울특별시 강남구 대치동 910-4,127.054813227126,37.5016112250429
서울특별시 강남구 대치동 910-5,127.055065152882,37.5017062540884
서울특별시 강남구 대치동 910-6,127.055004981389,37.5013891280864
서울특별시 강남구 대치동 910-7,127.054715385793,37.5012783487589
서울특별시 강남구 대치동 914-8,127.058001946611,37.5017269232766
서울특별시 강남구 대치동 915-13,127.058316224806,37.5011387721736
서울특별시 강남구 대치동 920-32,127.052602313285,37.4997273258323
서울특별시 강남구 대치동 929-8,127.058485495093,37.5000886562045
서울특별시 강남구 대치동 933,127.0571108446,37.4989905518593
서울특별시 강남구 대치동 933-35,127.057287194907,37.4990507437845
서울특별시 강남구 대치동 934-1,127.055900566959,37.498523418438
서울특별시 강남구 대치동 938-11,127.055455710561,37.4977984982366
서울특별시 강남구 대치동 938-13,127.055871802687,37.4980142733977
서울특별시 강남구 대치동 938-16,127.055761232217,37.4975959883919
서울특별시 강남구 대치동 941-13,127.059737920119,37.4991818877228
서울특별시 강남구 대치동 950,127.062277835539,37.5068833623495
서울특별시 강남구 대치동 950-3,127.062423397336,37.5066142454376
서울특별시 강남구 대치동 950-5,127.062522321414,37.5064330010167
서울특별시 강남구 대치동 962-20,127.060180999997,37.5015768970201
서울특별시 강남구 대치동 974,127.06097008333,37.5009313722385
서울특별시 강남구 대치동 975-20,127.062142386429,37.5007969620039
서울특별시 강남구 대치동 977,127.064826220546,37.5019315978773
서울특별시 강남구 대치동 983-1,127.064997862223,37.5031984075105
서울특별시 강남구 대치동 985,127.06548703759,37.5010451843454
서울특별시 강남구 대치동 986,127.063399613723,37.5003919225151
서울특별시 강남구 대치동 986-14,127.063846569893,37.500552601451
서울특별시 강남구 대치동 988-4,127.061182442218,37.4999292537553
서울특별시 강남구 대치동 992,127.065297061714,37.4998962366817
서울특별시 강남구 도곡동 153-2,127.045745590404,37.4885841835022
서울특별시 강남구 도곡동 161,127.0464303232,37.4887124902017
서울특별시 강남구 도곡동 162-4,127.046771182792,37.4877186341974
서울특별시 강남구 도곡동 164-6,127.047612213256,37.4879088614331
서울특별시 강남구 도곡동 183,127.04596985023,37.4877223725379
서울특별시 강남구 도곡동 183-7,127.045607336875,37.4875242011848
서울특별시 강남구 도곡동 183-8,127.04558145561,37.487916059521
서울특별시 강남구 도곡동 184-3,127.045371685663,37.4876918793949
서울특별시 강남구 도곡동 190-3,127.04477656002,37.4887737663695
서울특별시 강남구 도곡동 192-2,127.044567715793,37.4876335297909
서울특별시 강남구 도곡동 193-1,127.045026626641,37.4881250358015
서울특별시 강남구 도곡동 193-42,127.044595644451,37.486682685491
서울특별시 강남구 도곡동 193-45,127.044310213881,37.4869926495587
서울특별시 강남구 도곡동 193-67,127.044148071613,37.4875692652773
서울특별시 강남구 도곡동 194,127.044033300285,37.4864059265198
서울특별시 강남구 도곡동 199-1,127.043641636883,37.4868084620623
서울특별시 강남구 도곡동 199-4,127.043607221743,37.4863472487183
서울특별시 강남구 도곡동 200-1,127.043592072124,37.4871284283189
서울특별시 강남구 도곡동 200-5,127.043927999425,37.4869280098086
서울특별시 강남구 도곡동 201,127.043435268637,37.4873667125871
서울특별시 강남구 도곡동 202,127.043826875757,37.4878286949473
서울특별시 강남구 도곡동 462,127.046277688522,37.4861679233808
서울특별시 강남구 도곡동 462-1,127.046799055267,37.4858161446195
서울특별시 강남구 도곡동 462-2,127.046411249186,37.4854795908144
서울특별시 강남구 도곡동 463-1,127.047581472593,37.4859710758229
서울특별시 강남구 도곡동 464,127.048897057659,37.4868899273565
서울특별시 강남구 도곡동 465,127.049473550969,37.4854426682653
서울특별시 강남구 도곡동 467,127.054439125962,37.4882232479436
서울특별시 강남구 도곡동 467-10,127.052560140481,37.4884453863187
서울특별시 강남구 도곡동 467-17,127.054490523453,37.4897107879722
서울특별시 강남구 도곡동 467-18,127.051052864044,37.4870806598798
서울특별시 강남구 도곡동 467-19,127.05132532941,37.4873620167241
서울특별시 강남구 도곡동 467-24,127.051882861207,37.4865168979792
서울특별시 강남구 도곡동 467-29,127.052829715042,37.4873363055886
서울특별시 강남구 도곡동 467-6,127.051077656021,37.4881205925146
서울특별시 강남구 도곡동 467-7,127.052102242886,37.4886726430993
서울특별시 강남구 도곡동 514-3,127.042508173471,37.4841215280025
서울특별시 강남구 도곡동 527,127.050547158351,37.4935418220116
서울특별시 강남구 도곡동 538,,
서울특별시 강남구 도곡동 538-3,127.050531237683,37.4950874160645
서울특별시 강남구 도곡동 539-5,127.0479462812,37.4941866756784
서울특별시 강남구 도곡동 540,127.046017308902,37.493569802507
서울특별시 강남구 도곡동 543-7,127.043511837517,37.4922748332904
서울특별시 강남구 도곡동 550-1,127.037029798911,37.4898417098047
서울특별시 강남구 도곡동 551-28,127.036716441898,37.490246269916
서울특별시 강남구 도곡동 869,127.042278226131,37.4907926735889
서울특별시 강남구 도곡동 893-2,,
서울특별시 강남구 도곡동 895-8,127.040226925461,37.4878521403159
서울특별시 강남구 도곡동 902-8,127.038682067749,37.4870437312417
서울특별시 강남구 도곡동 91-5,127.050650573046,37.489778720694
서울특별시 강남구 도곡동 919-3,127.037564829962,37.4859299951834
서울특별시 강남구 도곡동 933,127.038115610038,37.4879799725392
서울특별시 강남구 도곡동 934-10,127.037115148391,37.4881982448773
서울특별시 강남구 도곡동 944-5,127.034158365766,37.489291518606
서울특별시 강남구 도곡동 944-6,127.034293975692,37.4891203779515
서울특별시 강남구 도곡동 949-1,127.033143094108,37.4880458941707
서울특별시 강남구 도곡동 949-2,127.032908125549,37.4877749366651
서울특별시 강남구 도곡동 950-19,127.035116162809,37.4870143007555
서울특별시 강남구 도곡동 952,127.03352762796,37.4864772207879
서울특별시 강남구 도곡동 952-14,127.034030678434,37.486240021713
서울특별시 강남구 도곡동 953-1,127.034403378938,37.4853093524453
서울특별시 강남구 도곡동 955,127.035826164781,37.4861409206115
서울특별시 강남구 도곡동 957-11,127.035756944152,37.4851446066305
서울특별시 강남구 도곡동 960,127.039889051865,37.4865450724295
서울특별시 강남구 도곡동 961,127.038017284005,37.4889635443741
서울특별시 강남구 도곡동 963,127.039997193037,37.4904503641949
서울특별시 강남구 도곡동 964,127.039368881509,37.48881713846
서울특별시 강남구 도곡동 965,127.038934194329,37.4859163971427
서울특별시 강남구 도곡동 966,127.04878602541,37.4891538456354
서울특별시 강남구 도곡동 967,127.040803692142,37.4888731448198
서울특별시 강남구 도곡동 968,127.035099794789,37.488763972925
서울특별시 강남구 도곡동 969,127.03710217951,37.4891822395753
서울특별시 강남구 도곡동 970,127.037810239458,37.489845156745
서울특별시 강남구 도곡동 972,127.039177902268,37.4877358123073
서울특별시 강남구 삼성동 100-14,127.065770551153,37.5162496604819
서울특별시 강남구 삼성동 101,127.064999219356,37.5163724437403
서울특별시 강남구 삼성동 102,127.064083750255,37.516596032436
서울특별시 강남구 삼성동 102-2,127.064770477325,37.5168671301817
서울특별시 강남구 삼성동 103-22,127.063972792252,37.5171348025177
서울특별시 강남구 삼성동 104,127.062207372127,37.5161481556354
서울특별시 강남구 삼성동 104-10,127.06284983039,37.5162483675179
서울특별시 강남구 삼성동 105,127.062722690782,37.5157085537793
서울특별시 강남구 삼성동 106,127.061692110137,37.5155646656735
서울특별시 강남구 삼성동 107,127.060412367065,37.5148858802878
서울특별시 강남구 삼성동 108-1,127.062088899254,37.5151410761528
서울특별시 강남구 삼성동 108-2,127.062263117498,37.5151712581682
서울특별시 강남구 삼성동 108-3,127.062441634082,37.5152013475538
서울특별시 강남구 삼성동 109-21,127.06400070794,37.5155174861435
서울특별시 강남구 삼성동 11,127.04474442839,37.5152740694001
서울특별시 강남구 삼성동 110-2,127.0657576193,37.5155631029857
서울특별시 강남구 삼성동 113-17,127.047028794301,37.5104958781393
서울특별시 강남구 삼성동 114-11,127.04883865273,37.5114531816358
서울특별시 강남구 삼성동 117,127.051829796699,37.512317772077
서울특별시 강남구 삼성동 117-18,127.05162387436,37.5120585532554
서울특별시 강남구 삼성동 120-9,127.053641839901,37.510965186403
서울특별시 강남구 삼성동 121-38,127.053405829272,37.5103890109375
서울특별시 강남구 삼성동 122-7,127.052336640667,37.5103827319737
서울특별시 강남구 삼성동 126,127.053836835551,37.5092338175855
서울특별시 강남구 삼성동 127-5,127.054377512769,37.509603972906
서울특별시 강남구 삼성동 129,127.05405357852,37.5085003008041
서울특별시 강남구 삼성동 129-20,127.054307036235,37.5080252649421
서울특별시 강남구 삼성동 129-5,127.054424889817,37.5088063818039
서울특별시 강남구 삼성동 130,127.053405903758,37.5085885334663
서울특별시 강남구 삼성동 130-2,127.053627009899,37.5084173324961
서울특별시 강남구 삼성동 130-6,127.053831870271,37.5081470279876
서울특별시 강남구 삼성동 14-1,127.046227665295,37.5159924090308
서울특별시 강남구 삼성동 142-16,127.051780276422,37.5062900729745
서울특별시 강남구 삼성동 142-3,127.050928670633,37.5061683570162
서울특별시 강남구 삼성동 142-7,127.050853385036,37.5065582543402
서울특별시 강남구 삼성동 143-37,127.052987295014,37.5061654693149
서울특별시 강남구 삼성동 144-10,127.054831687639,37.50705995626
서울특별시 강남구 삼성동 144-14,127.055395518763,37.5080139474441
서울특별시 강남구 삼성동 146,127.054629761687,37.5130548831322
서울특별시 강남구 삼성동 147-2,127.055971939683,37.5132371585627
서울특별시 강남구 삼성동 150-20,127.055006997607,37.5109195083421
서울특별시 강남구 삼성동 150-5,127.054991041364,37.5116790623878
서울특별시 강남구 삼성동 16-2,127.048472953744,37.5163123563071
서울특별시 강남구 삼성동 17,127.048701765343,37.5176763813954
서울특별시 강남구 삼성동 188,127.051131434251,37.5154203230155
서울특별시 강남구 삼성동 189,127.049864848381,37.5177086025156
서울특별시 강남구 삼성동 19-4,,
서울특별시 강남구 삼성동 2,127.04274514562,37.5170298747364
서울특별시 강남구 삼성동 22,,
서울특별시 강남구 삼성동 29-11,127.045837854968,37.5133699190732
서울특별시 강남구 삼성동 29-19,127.045810734548,37.5143376078179
서울특별시 강남구 삼성동 3-1,127.044098015964,37.5174334774237
서울특별시 강남구 삼성동 3-2,127.044378913242,37.5174849096097
서울특별시 강남구 삼성동 3-3,127.044848322617,37.5174481515683
서울특별시 강남구 삼성동 3-8,127.044328510674,37.5171821913927
서울특별시 강남구 삼성동 33-20,127.044212561632,37.513146188612
서울특별시 강남구 삼성동 33-22,127.044014680858,37.5128644284421
서울특별시 강남구 삼성동 33-24,127.044320748578,37.5128554841552
서울특별시 강남구 삼성동 36-12,127.04470687175,37.51185540422
서울특별시 강남구 삼성동 37,127.043966510489,37.5109601739313
서울특별시 강남구 삼성동 4-3,127.046080481142,37.517794293276
서울특별시 강남구 삼성동 4-6,127.045503680429,37.5173889752862
서울특별시 강남구 삼성동 43,127.047796305276,37.5131210964197
서울특별시 강남구 삼성동 45-5,127.049628915576,37.5126263201115
서울특별시 강남구 삼성동 47-18,127.049537058389,37.5134624003223
서울특별시 강남구 삼성동 47-20,127.049672410168,37.5130595045874
서울특별시 강남구 삼성동 48,127.049875942307,37.5139822270859
서울특별시 강남구 삼성동 5-3,127.046437989022,37.5169782045877
서울특별시 강남구 삼성동 50,127.051485875359,37.5138589096778
서울특별시 강남구 삼성동 52-9,127.051129370461,37.518529686768
서울특별시 강남구 삼성동 53-2,127.052120634695,37.518713869055
서울특별시 강남구 삼성동 57-3,127.055784950453,37.5192898283177
서울특별시 강남구 삼성동 57-9,127.054998864484,37.519102968535
서울특별시 강남구 삼성동 6,127.04468074369,37.5167880498618
서울특별시 강남구 삼성동 64-4,127.052253437369,37.5174194290862
서울특별시 강남구 삼성동 64-5,127.052425896197,37.5170347143161
서울특별시 강남구 삼성동 64-6,127.052730797261,37.5172740652944
서울특별시 강남구 삼성동 64-7,127.052868458575,37.5174337516545
서울특별시 강남구 삼성동 64-9,127.052640114121,37.5176468508328
서울특별시 강남구 삼성동 65-4,127.051718548512,37.5168162625241
서울특별시 강남구 삼성동 66-1,127.052190622742,37.5163942050409
서울특별시 강남구 삼성동 7-3,127.043436336716,37.5161516847431
서울특별시 강남구 삼성동 71-16,127.053328045107,37.5144086957963
서울특별시 강남구 삼성동 75-3,127.054114308477,37.5138186311653
서울특별시 강남구 삼성동 78-4,127.058363192247,37.5197770161927
서울특별시 강남구 삼성동 79,127.059637183864,37.5199699152303
서울특별시 강남구 삼성동 8-2,127.042367298785,37.5155555185311
서울특별시 강남구 삼성동 82-1,127.061035255685,37.5194450876018
서울특별시 강남구 삼성동 82-4,127.06132742587,37.5191490468603
서울특별시 강남구 삼성동 82-6,127.06169342969,37.5189537890864
서울특별시 강남구 삼성동 87,127.059339817012,37.5182872615614
서울특별시 강남구 삼성동 91-16,127.061585019864,37.5161491124708
서울특별시 강남구 삼성동 97,127.063943736117,37.5190077336366
서울특별시 강남구 삼성동 97-2,127.064255624652,37.5187688886555
서울특별시 강남구 삼성동 98-11,127.064140028945,37.5178564154666
서울특별시 강남구 삼성동 98-18,127.064571351834,37.5181299953344
서울특별시 강남구 삼성동 98-9,127.064305322367,37.5182870051268
서울특별시 강남구 삼성동 99,127.064864856823,37.5174378640127
서울특별시 강남구 삼성동 99-1,127.06500677629,37.517781789042
서울특별시 강남구 삼성동 99-11,127.065337057085,37.5173705691029
서울특별시 강남구 삼성동 99-12,127.065528859529,37.5170638514114
서울특별시 강남구 삼성동 99-13,127.065139343034,37.5169944193095
서울특별시 강남구 삼성동 99-3,127.064673139738,37.5178477454338
서울특별시 강남구 세곡동 508,127.100502534024,37.4642296169066
서울특별시 강남구 세곡동 511,127.102754461114,37.4641692046074
서울특별시 강남구 세곡동 516,127.104409778342,37.4637801386237
서울특별시 강남구 세곡동 525,127.101185384316,37.4602885503743
서울특별시 강남구 세곡동 533,127.092967002535,37.4667793397486
서울특별시 강남구 세곡동 579,127.10286961908,37.4667907761882
서울특별시 강남구 수서동 708,127.100945930371,37.4891612481309
서울특별시 강남구 수서동 712,127.103575874815,37.4894700896084
서울특별시 강남구 수서동 736,127.098442914101,37.4870725721397
서울특별시 강남구 수서동 738,127.096512817155,37.485322064615
서울특별시 강남구 수서동 746,127.087618357538,37.4847340598121
서울특별시 강남구 수서동 747,127.090677682629,37.4848961854277
서울특별시 강남구 수서동 795,127.090876576595,37.4809832232715
서울특별시 강남구 수서동 799,127.094873846502,37.4812524561219
서울특별시 강남구 신사동 506-9,127.019620549974,37.5201299348955
서울특별시 강남구 신사동 510-11,127.020668911004,37.5187724849651
서울특별시 강남구 신사동 522,127.019970477869,37.5207335482485
서울특별시 강남구 신사동 523-4,127.020663546272,37.5210589613819
서울특별시 강남구 신사동 524-8,127.021609132638,37.5214672167599
서울특별시 강남구 신사동 540-2,127.024363008243,37.5194823118604
서울특별시 강남구 신사동 547-7,127.023010965838,37.52339104318
서울특별시 강남구 신사동 547-8,127.023061995654,37.5230575721811
서울특별시 강남구 신사동 550-20,127.02384671785,37.5236997410513
서울특별시 강남구 신사동 550-5,127.023651760504,37.523565711083
서울특별시 강남구 신사동 550-7,127.024080242274,37.5238043901574
서울특별시 강남구 신사동 551-5,127.023780855559,37.5218442295287
서울특별시 강남구 신사동 555-11,127.02472662328,37.5206638116767
서울특별시 강남구 신사동 556-29,127.025891070614,37.521920731428
서울특별시 강남구 신사동 562,127.026242080062,37.5202764138142
서울특별시 강남구 신사동 562-24,127.026534992973,37.5204025788899
서울특별시 강남구 신사동 569-1,127.02630076733,37.5237583258264
서울특별시 강남구 신사동 588-16,127.031391206898,37.5211052515267
서울특별시 강남구 신사동 590-7,127.029241380986,37.5215168408356
서울특별시 강남구 신사동 591-11,127.02906964465,37.5217645688949
서울특별시 강남구 신사동 593-21,127.029728643267,37.5224867387334
서울특별시 강남구 신사동 593-32,127.029763497543,37.5222327373011
서울특별시 강남구 신사동 606-2,127.030721045064,37.5248938732676
서울특별시 강남구 신사동 622,127.031908660952,37.5262376734318
서울특별시 강남구 신사동 622-1,127.032437605375,37.5261273367855
서울특별시 강남구 신사동 626,127.030717068525,37.5237485200856
서울특별시 강남구 신사동 626-1,127.0310073656,37.5237899804421
서울특별시 강남구 신사동 632,127.033706308004,37.5237762665982
서울특별시 강남구 신사동 634-14,127.034359272107,37.5260044372771
서울특별시 강남구 신사동 635-14,127.03462390865,37.526554872253
서울특별시 강남구 신사동 649-5,127.035168502395,37.5253231315508
서울특별시 강남구 신사동 658,127.037238206916,37.5269783587318
서울특별시 강남구 신사동 659,127.037226006238,37.5274686878192
서울특별시 강남구 압구정동 369-1,127.027925536556,37.5330267381014
서울특별시 강남구 압구정동 397,127.018254311656,37.5239469817757
서울특별시 강남구 압구정동 414,127.020094666653,37.5253062054352
서울특별시 강남구 압구정동 426,127.024479347433,37.5262225982289
서울특별시 강남구 압구정동 433,127.024419823616,37.5275560033999
서울특별시 강남구 압구정동 434,127.024109041617,37.5289291939725
서울특별시 강남구 압구정동 436,127.02507354803,37.5310921175756
서울특별시 강남구 압구정동 443,127.026959142327,37.5312605498424
서울특별시 강남구 압구정동 444,127.027117398363,37.5308863277506
서울특별시 강남구 압구정동 446,127.02725810066,37.5304677802054
서울특별시 강남구 압구정동 447,127.026136755454,37.5306250782443
서울특별시 강남구 압구정동 448,127.027336644402,37.530233501672
서울특별시 강남구 압구정동 455,127.028563016169,37.5319760183273
서울특별시 강남구 압구정동 456,127.028904583335,37.5299339057353
서울특별시 강남구 압구정동 462,127.030654534135,37.5323773404776
서울특별시 강남구 압구정동 481,127.035439289396,37.5312147011021
서울특별시 강남구 압구정동 484,127.03605169339,37.5297937266126
서울특별시 강남구 압구정동 486,127.036865226776,37.5309077439444
서울특별시 강남구 압구정동 489,127.038166645795,37.5291561440508
서울특별시 강남구 압구정동 490,127.038801247058,37.5303153460239
서울특별시 강남구 압구정동 493,127.040500612861,37.5298218375736
서울특별시 강남구 압구정동 510,127.04176056125,37.5299675412155
서울특별시 강남구 압구정동 513,127.042074950675,37.5289385759485
서울특별시 강남구 압구정동 528,127.044063152551,37.5291266107317
서울특별시 강남구 역삼동 604,127.030050878243,37.5054258769138
서울특별시 강남구 역삼동 606-18,127.033791048471,37.5064871513226
